Tipo de Inmueble,Direccion,Area Construida,Area Total,Pisos,dormitorios,baños,Cochera,Precio Soles,Precio Dolares
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",Área Construida : 101.00 m²,Área Ocupada : 101.00 m²,Pisos : 1,Habitaciones : 3,Baños : 3,Cocheras : 0,"S/. 563,066.00","USD 151,770.00"
CASA URBANA EN VENTA,"Arequipa, Arequipa, Miraflores",Área Terreno : 137.00 m2,Área Construida : 200.00 m²,Pisos : 2,Habitaciones : 9,Baños : 4,Cocheras : 0,"S/. 1'031,380.00","USD 278,000.00"
LOCAL COMERCIAL EN ALQUILER,"La Libertad, Trujillo, La Esperanza",Área Construida : 44.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 1,Baños : 0,Cocheras : 0,S/. 900.00,USD 241.00
DEPARTAMENTO EN VENTA,"Lima, Prov. Const. Del Callao, Callao",Área Construida : 60.00 m²,Área Ocupada : 60.00 m²,Pisos : 3,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 185,500.00","USD 50,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Jesus Maria",Área Construida : 61.55 m²,Área Ocupada : 61.55 m²,Pisos : 6,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 2,400.00",USD 645.00
OFICINA EN ALQUILER,"Lima, Prov. Const. Del Callao, Callao",Área Construida : 413.00 m²,Área Ocupada : 413.00 m²,Pisos : 1,Habitaciones : 12,Baños : 7,Cocheras : 3,"S/. 4,823.00","USD 1,300.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Jesus Maria",Área Construida : 100.00 m²,Área Ocupada : 102.68 m²,Pisos : 5,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 537,950.00","USD 145,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",Área Construida : 120.00 m²,Área Ocupada : 93.18 m²,Pisos : 4,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 289,380.00","USD 78,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 67.35 m²,Área Ocupada : 67.35 m²,Pisos : 3,Habitaciones : 3,Baños : 1,Cocheras : 1,"S/. 426,650.00","USD 115,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",Área Construida : 90.92 m²,Área Ocupada : 90.92 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 756,840.00","USD 204,000.00"
PROYECTOS EN VENTA,"Lima, Lima, Pueblo Libre",Área Terreno : 192.80 m2,Área Construida : 126.92 m²,Pisos : 9,Habitaciones : 4,Baños : 3,Cocheras : 0,"S/. 1'166,468.00","USD 314,412.00"
CASA EN VENTA,"Lima, Lima, San Isidro",Área Terreno : 192.00 m2,Área Construida : 191.00 m²,Pisos : 3,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 983,150.00","USD 265,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Villa el Salvador",Área Terreno : 140.00 m2,Área Construida : 210.00 m²,Pisos : 3,Habitaciones : 4,Baños : 2,Cocheras : 1,"S/. 593,600.00","USD 160,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Jesus Maria",Área Construida : 61.55 m²,Área Ocupada : 61.55 m²,Pisos : 6,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 2,400.00",USD 645.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",Área Construida : 120.00 m²,Área Ocupada : 93.18 m²,Pisos : 3,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 326,480.00","USD 88,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",Área Construida : 106.00 m²,Área Ocupada : 106.00 m²,Pisos : 4,Habitaciones : 4,Baños : 3,Cocheras : 1,"S/. 816,200.00","USD 220,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, San Miguel",Área Terreno : 185.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 923,790.00","USD 249,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 101.92 m²,Área Ocupada : 101.92 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 4,637.00","USD 1,250.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",Área Construida : 64.65 m²,Área Ocupada : 64.65 m²,Pisos : 5,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 100,170.00","USD 27,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 110.00 m²,Área Ocupada : 133.00 m²,Pisos : 1,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 626,990.00","USD 169,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Magdalena del Mar",Área Construida : 83.77 m²,Área Ocupada : 83.77 m²,Pisos : 5,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 400,000.00","USD 107,526.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Borja",Área Construida : 96.00 m²,Área Ocupada : 100.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 3,895.00","USD 1,050.00"
DEPARTAMENTO DUPLEX EN VENTA,"Arequipa, Arequipa, Miraflores",Área Construida : 130.51 m²,Área Ocupada : 142.99 m²,Pisos : 3,Habitaciones : 6,Baños : 2,Cocheras : 0,"S/. 426,650.00","USD 115,000.00"
TERRENO URBANO EN VENTA,"Arequipa, Arequipa, Paucarpata",Área Terreno : 853.44 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 2'815,890.00","USD 759,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 117.72 m²,Área Ocupada : 156.03 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 2,"S/. 1'075,900.00","USD 290,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Carabayllo",Área Construida : 85.00 m²,Área Ocupada : 113.75 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 304,220.00","USD 82,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",Área Construida : 61.00 m²,Área Ocupada : 61.00 m²,Pisos : 8,Habitaciones : 1,Baños : 1,Cocheras : 1,"S/. 575,050.00","USD 155,000.00"
TERRENO AGRÍCOLA EN VENTA,"Lima, Cañete, Asia","Área Terreno : 11,018.67 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 3'065,944.00","USD 826,400.00"
CASA EN VENTA,"Lima, Lima, La Molina",Área Terreno : 202.50 m2,Área Construida : 217.60 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 1'476,580.00","USD 398,000.00"
CASA EN VENTA,"Lima, Lima, Villa María del Triunfo",Área Terreno : 254.00 m2,"Área Construida : 1,117.00 m²",Pisos : 4,Habitaciones : 37,Baños : 18,Cocheras : 1,"S/. 742,000.00","USD 200,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lima",Área Construida : 89.00 m²,Área Ocupada : 89.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 1,000.00",USD 268.00
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Miguel",Área Construida : 54.00 m²,Área Ocupada : 53.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 1,500.00",USD 403.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",Área Construida : 69.50 m²,Área Ocupada : 75.03 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 244,860.00","USD 66,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 61.11 m²,Área Ocupada : 61.12 m²,Pisos : 8,Habitaciones : 1,Baños : 1,Cocheras : 1,"S/. 3,710.00","USD 1,000.00"
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 160.00 m2,Área Construida : 112.50 m²,Pisos : 1,Habitaciones : 3,Baños : 0,Cocheras : 1,"S/. 575,050.00","USD 155,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",Área Construida : 60.45 m²,Área Ocupada : 60.45 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 181,419.00","USD 48,900.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",Área Construida : 75.00 m²,Área Ocupada : 75.00 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 423,774.00","USD 114,225.00"
CASA DE PLAYA EN VENTA,"Lima, Cañete, Asia",Área Terreno : 102.00 m2,Área Construida : 360.00 m²,Pisos : 2,Habitaciones : 5,Baños : 5,Cocheras : 4,"S/. 1'521,100.00","USD 410,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 93.50 m²,Área Ocupada : 93.50 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 589,704.00","USD 158,950.00"
TERRENO URBANO EN VENTA,"Lima, Cañete, San Vicente de Cañete",Área Terreno : 171.05 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 166,950.00","USD 45,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Surquillo",Área Construida : 45.00 m²,Área Ocupada : 45.00 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 1,500.00",USD 403.00
DEPARTAMENTO EN VENTA,"Lima, Lima, San Luis",Área Construida : 45.00 m²,Área Ocupada : 45.00 m²,Pisos : 3,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 241,150.00","USD 65,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 133.00 m²,Área Ocupada : 133.00 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 593,600.00","USD 160,000.00"
CASA URBANA EN VENTA,"Lima, Lima, La Molina",Área Terreno : 160.40 m2,Área Construida : 331.77 m²,Pisos : 2,Habitaciones : 5,Baños : 4,Cocheras : 4,"S/. 946,050.00","USD 255,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",Área Construida : 64.65 m²,Área Ocupada : 64.65 m²,Pisos : 5,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 100,170.00","USD 27,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Jesus Maria",Área Construida : 55.00 m²,Área Ocupada : 55.00 m²,Pisos : 5,Habitaciones : 2,Baños : 1,Cocheras : 1,"S/. 1,900.00",USD 510.00
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 83.00 m²,Área Ocupada : 83.00 m²,Pisos : 5,Habitaciones : 1,Baños : 2,Cocheras : 1,"S/. 3,524.00",USD 950.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",Área Construida : 103.50 m²,Área Ocupada : 103.50 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 315,350.00","USD 85,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Barranco",Área Construida : 390.00 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 4,Baños : 3,Cocheras : 0,"S/. 14,840.00","USD 4,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Jesus Maria",Área Construida : 61.55 m²,Área Ocupada : 61.55 m²,Pisos : 6,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 2,400.00",USD 645.00
LOCAL COMERCIAL EN ALQUILER,"Arequipa, Arequipa, Yanahuara",Área Construida : 372.62 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 1,"S/. 16,695.00","USD 4,500.00"
CASA URBANA EN VENTA,"Arequipa, Arequipa, Miraflores",Área Terreno : 137.00 m2,Área Construida : 200.00 m²,Pisos : 2,Habitaciones : 9,Baños : 4,Cocheras : 0,"S/. 1'031,380.00","USD 278,000.00"
PROYECTOS EN VENTA,"Lima, Lima, Pueblo Libre",Área Terreno : 192.80 m2,Área Construida : 126.92 m²,Pisos : 9,Habitaciones : 4,Baños : 3,Cocheras : 0,"S/. 1'166,468.00","USD 314,412.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Carabayllo",Área Construida : 85.00 m²,Área Ocupada : 113.75 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 304,220.00","USD 82,000.00"
CASA EN VENTA,"Lima, Lima, Villa María del Triunfo",Área Terreno : 254.00 m2,"Área Construida : 1,117.00 m²",Pisos : 4,Habitaciones : 37,Baños : 18,Cocheras : 1,"S/. 742,000.00","USD 200,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 110.00 m²,Área Ocupada : 133.00 m²,Pisos : 1,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 626,990.00","USD 169,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Paucarpata",Área Construida : 90.00 m²,Área Ocupada : 90.00 m²,Pisos : 4,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 1,000.00",USD 268.00
CASA EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",Área Terreno : 180.00 m2,Área Construida : 224.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 853,300.00","USD 230,000.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Construida : 653.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 12,Baños : 15,Cocheras : 0,"S/. 1'187,200.00","USD 320,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",Área Construida : 69.50 m²,Área Ocupada : 75.03 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 244,860.00","USD 66,000.00"
CASA EN VENTA,"Arequipa, Islay, Cocachacra",Área Terreno : 144.00 m2,Área Construida : 144.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 296,800.00","USD 80,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Arequipa, Arequipa, Miraflores",Área Construida : 130.51 m²,Área Ocupada : 142.99 m²,Pisos : 3,Habitaciones : 6,Baños : 2,Cocheras : 0,"S/. 426,650.00","USD 115,000.00"
DEPARTAMENTO EN VENTA,"Lima, Prov. Const. Del Callao, Callao",Área Construida : 60.00 m²,Área Ocupada : 60.00 m²,Pisos : 3,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 185,500.00","USD 50,000.00"
